Originals,,,,,,,,,, ,NAME (N),,,, ,PHONE (Q),,ML (T),,,RM (W),,,BUILDING (Z),,,LOCATION (AB),,FAX (AE),,,WEBSITE (AH),,,EMAIL (AK),
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10018-003, UC Alumni Association - Undergraduate Legacy Scholarship,513-556-4344,24,,ALUMNICTR,513-556-3011,http://www.uc.edu/alumni/resources/scholarships.html,alumni.association@uc.edu,, ,,0, UC Alumni Association - Undergraduate Legacy Scholarship,, ,513-556-4344,,24,24,,0,,,ALUMNICTR,ALUMNICTR,,TRUE,,513-556-3011,513-556-3011,,http://www.uc.edu/alumni/resources/scholarships.html,http://www.uc.edu/alumni/resources/scholarships.html,,alumni.association@uc.edu,alumni.association@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-036,Undergraduate Programs (DAAP),513-556-1376,16,5470,ARONOFF,513-556-3288,http://daap.uc.edu/academics.html,,, ,,0,Undergraduate Programs (DAAP),, ,513-556-1376,,16,16,,5470,5470,,ARONOFF,ARONOFF,,TRUE,,513-556-3288,513-556-3288,,http://daap.uc.edu/academics.html,http://daap.uc.edu/academics.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10135-007,Undergraduate Programs (LCB),513-556-7030,20,105,LINDNER,513-556-7068,http://business.uc.edu/news/departments/undergraduate-programs.html,,, ,,0,Undergraduate Programs (LCB),, ,513-556-7030,,20,20,,105,105,,LINDNER,LINDNER,,TRUE,,513-556-7068,513-556-7068,,http://business.uc.edu/news/departments/undergraduate-programs.html,http://business.uc.edu/news/departments/undergraduate-programs.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-022, Scholarly Endeavors and Creative Practice - Undergraduate Research, The Office of (URSC),513-556-3256,115,735,STEGER,513-556-7861,http://www.uc.edu/propractice/URSC.html,, ,TRUE,1, Scholarly Endeavors and Creative Practice - Undergraduate Research  The Office of (URSC), Scholarly Endeavors and Creative Practice - Undergraduate Research  The Office of (URSC), ,513-556-3256,,115,115,,735,735,,STEGER,STEGER,,TRUE,,513-556-7861,513-556-7861,,http://www.uc.edu/propractice/URSC.html,http://www.uc.edu/propractice/URSC.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-010,Undergraduate, Physics (A&S),513-556-0501,11,400,GEO-PHYS,513-556-3425,http://www.artsci.uc.edu/departments/physics.html,, ,TRUE,1,Undergraduate  Physics (A&S),Undergraduate  Physics (A&S), ,513-556-0501,,11,11,,400,400,,GEO-PHYS,GEO-PHYS,,TRUE,,513-556-3425,513-556-3425,,http://www.artsci.uc.edu/departments/physics.html,http://www.artsci.uc.edu/departments/physics.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-011,Labor Relations and Policy Development,513-556-6381,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/lrpd.html,EmpLabor@uc.edu,, ,,0,Labor Relations and Policy Development,, ,513-556-6381,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/lrpd.html,http://www.uc.edu/hr/lrpd.html,,EmpLabor@uc.edu,EmpLabor@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-032,Unemployment Compensation (Human Resources),513-556-0143,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/lrpd.html,EmpLabor@uc.edu,, ,,0,Unemployment Compensation (Human Resources),, ,513-556-0143,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/lrpd.html,http://www.uc.edu/hr/lrpd.html,,EmpLabor@uc.edu,EmpLabor@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-122,925 Union,800-227-1199,,,,,,,, ,,0,925 Union,, ,800-227-1199,,0,,,0,,,0,,,FALSE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10093-002,American Association of University Professors (AAUP),513-556-6861,176,450,DABNEY,513-556-2048,http://www.aaupuc.org,aaupuc1@ucmail.uc.edu,, ,,0,American Association of University Professors (AAUP),, ,513-556-6861,,176,176,,450,450,,DABNEY,DABNEY,,TRUE,,513-556-2048,513-556-2048,,http://www.aaupuc.org,http://www.aaupuc.org,,aaupuc1@ucmail.uc.edu,aaupuc1@ucmail.uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10071-005,University Architect (Planning + Design + Construction),513-556-1933,186,6thFl,UNIVHALL,513-556-2216,http://www.uc.edu/af/pdc.html,,, ,,0,University Architect (Planning + Design + Construction),, ,513-556-1933,,186,186,,6thFl,6thFl,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2216,513-556-2216,,http://www.uc.edu/af/pdc.html,http://www.uc.edu/af/pdc.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-020,Library, Archives & Rare Books (Blegen),513-556-1959,113,808,BLEGEN,,http://www.libraries.uc.edu/arb/collections/university-archives.html,, ,TRUE,1,Library  Archives & Rare Books (Blegen),Library  Archives & Rare Books (Blegen), ,513-556-1959,,113,113,,808,808,,BLEGEN,BLEGEN,,TRUE,,0,,,http://www.libraries.uc.edu/arb/collections/university-archives.html,http://www.libraries.uc.edu/arb/collections/university-archives.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-015,University Communications,513-556-3028,634,610,UNIVPAV,513-556-0509,http://www.uc.edu/ucomm.html,,, ,,0,University Communications,, ,513-556-3028,,634,634,,610,610,,UNIVPAV,UNIVPAV,,TRUE,,513-556-0509,513-556-0509,,http://www.uc.edu/ucomm.html,http://www.uc.edu/ucomm.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-002,Branding Initiative & Standards (University Communications),513-556-5223,141,3300,EDWARDS2,513-556-3237,http://www.uc.edu/ucomm/branding.html,angela.klocke@uc.edu,, ,,0,Branding Initiative & Standards (University Communications),, ,513-556-5223,,141,141,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://www.uc.edu/ucomm/branding.html,http://www.uc.edu/ucomm/branding.html,,angela.klocke@uc.edu,angela.klocke@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-006,University E-Currents (University Communications),513-556-3001,65,3300,EDWARDS2,513-556-3237,http://www.uc.edu/ucomm/resources/publications.html,e-currents@uc.edu,, ,,0,University E-Currents (University Communications),, ,513-556-3001,,65,65,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://www.uc.edu/ucomm/resources/publications.html,http://www.uc.edu/ucomm/resources/publications.html,,e-currents@uc.edu,e-currents@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10170-013,University Publications (University Communications),513-556-3001,141,3300,EDWARDS2,513-556-3237,http://www.uc.edu/ucomm/resources/publications.html,Angela.Klocke@UC.edu,, ,,0,University Publications (University Communications),, ,513-556-3001,,141,141,,3300,3300,,EDWARDS2,EDWARDS2,,TRUE,,513-556-3237,513-556-3237,,http://www.uc.edu/ucomm/resources/publications.html,http://www.uc.edu/ucomm/resources/publications.html,,Angela.Klocke@UC.edu,Angela.Klocke@UC.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-052, Campus View - Cafe,513-558-4642,46,4thFl,UNIVHALL,513-556-2606,http://www.uc.edu/food/,ucfood@uc.edu,, ,,0, Campus View - Cafe,, ,513-558-4642,,46,46,,4thFl,4thFl,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2606,513-556-2606,,http://www.uc.edu/food/,http://www.uc.edu/food/,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-048,Stadium View Cafe,513-556-4112,110,,RECCENTR,513-556-2606,http://www.uc.edu/food/dining_centers.html,ucfood@uc.edu,, ,,0,Stadium View Cafe,, ,513-556-4112,,110,110,,0,,,RECCENTR,RECCENTR,,TRUE,,513-556-2606,513-556-2606,,http://www.uc.edu/food/dining_centers.html,http://www.uc.edu/food/dining_centers.html,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-050,University Dining Svcs,513-556-4108,110,265,TUC,513-556-2606,http://www.uc.edu/food/,ucfood@uc.edu,, ,,0,University Dining Svcs,, ,513-556-4108,,110,110,,265,265,,TUC,TUC,,TRUE,,513-556-2606,513-556-2606,,http://www.uc.edu/food/,http://www.uc.edu/food/,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-060, MarketPointe at Siddall - University Dining Svcs,513-556-2115,110,,SIDDALL,513-556-2606,http://www.uc.edu/food/dining_centers.html,ucfood@uc.edu,, ,,0, MarketPointe at Siddall - University Dining Svcs,, ,513-556-2115,,110,110,,0,,,SIDDALL,SIDDALL,,TRUE,,513-556-2606,513-556-2606,,http://www.uc.edu/food/dining_centers.html,http://www.uc.edu/food/dining_centers.html,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10091-001,University Honors Program,513-556-6254,7,705,SWIFT,513-556-2890,http://www.uc.edu/honors/,honors@uc.edu,, ,,0,University Honors Program,, ,513-556-6254,,7,7,,705,705,,SWIFT,SWIFT,,TRUE,,513-556-2890,513-556-2890,,http://www.uc.edu/honors/,http://www.uc.edu/honors/,,honors@uc.edu,honors@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-120,University Judicial Affairs (Student Conduct),513-556-6814,193,745-D,STEGER,513-556-1458,http://www.uc.edu/conduct/,Judsaffs@uc.edu,, ,,0,University Judicial Affairs (Student Conduct),, ,513-556-6814,,193,193,,745-D,745-D,,STEGER,STEGER,,TRUE,,513-556-1458,513-556-1458,,http://www.uc.edu/conduct/,http://www.uc.edu/conduct/,,Judsaffs@uc.edu,Judsaffs@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10000-009,University of Cincinnati (Main Number),513-556-6000,,,,,http://www.uc.edu/,,, ,,0,University of Cincinnati (Main Number),, ,513-556-6000,,0,,,0,,,0,,,FALSE,,0,,,http://www.uc.edu/,http://www.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-015,Information Desk, Langsam Library,513-556-1424,33,4thFl,LANGSAM,,http://libraries.uc.edu/,, ,TRUE,1,Information Desk  Langsam Library,Information Desk  Langsam Library, ,513-556-1424,,33,33,,4thFl,4thFl,,LANGSAM,LANGSAM,,TRUE,,0,,,http://libraries.uc.edu/,http://libraries.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10201-001,University Park Apartments,513-558-3000,****,,UNIPKAPTN,513-558-3379,http://www.upacincinnati.com/,cincinnati@edrtrust.com,, ,,0,University Park Apartments,, ,513-558-3000,,****,****,,0,,,UNIPKAPTN,UNIPKAPTN,,TRUE,,513-558-3379,513-558-3379,,http://www.upacincinnati.com/,http://www.upacincinnati.com/,,cincinnati@edrtrust.com,cincinnati@edrtrust.com
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10136-014,Uptown Consortium,513-556-5948,157,620,UNIVHALL,513-556-4885,http://www.uc.edu/af/commdev/uptown.html,cynthia.dreyer@uc.edu,, ,,0,Uptown Consortium,, ,513-556-5948,,157,157,,620,620,,UNIVHALL,UNIVHALL,,TRUE,,513-556-4885,513-556-4885,,http://www.uc.edu/af/commdev/uptown.html,http://www.uc.edu/af/commdev/uptown.html,,cynthia.dreyer@uc.edu,cynthia.dreyer@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-008,Upward Bound (CECH),513-556-1625,118,230,TEACHERS,,http://www.uc.edu/upwardbound.html,,, ,,0,Upward Bound (CECH),, ,513-556-1625,,118,118,,230,230,,TEACHERS,TEACHERS,,TRUE,,0,,,http://www.uc.edu/upwardbound.html,http://www.uc.edu/upwardbound.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-107,Upward Bound (CLER),513-558-7432,161,A190,CLERUCEAST1,513-732-1534,http://www.ucclermont.edu/about/ub.html,,, ,,0,Upward Bound (CLER),, ,513-558-7432,,161,161,,A190,A190,,CLERUCEAST1,CLERUCEAST1,,TRUE,,513-732-1534,513-732-1534,,http://www.ucclermont.edu/about/ub.html,http://www.ucclermont.edu/about/ub.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10134-003,Urban Morgan Institute for Human Rights (LAW),513-556-0068,40,202,LAW,513-556-2391,http://www.law.uc.edu/human-rights,,, ,,0,Urban Morgan Institute for Human Rights (LAW),, ,513-556-0068,,40,40,,202,202,,LAW,LAW,,TRUE,,513-556-2391,513-556-2391,,http://www.law.uc.edu/human-rights,http://www.law.uc.edu/human-rights,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10190-038,Urban Studies (DAAP),513-556-4943,16,6210,DAAP,513-556-1274,http://daap.uc.edu/academics/planning/bs_urban_studies.html,,, ,,0,Urban Studies (DAAP),, ,513-556-4943,,16,16,,6210,6210,,DAAP,DAAP,,TRUE,,513-556-1274,513-556-1274,,http://daap.uc.edu/academics/planning/bs_urban_studies.html,http://daap.uc.edu/academics/planning/bs_urban_studies.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10062-004,Female Pelvic Medicine and Reconstructive Surgery (Urogynecology)(OB/GYN)(MED),513-475-5765,526,,,513-272-7084,http://www.med.uc.edu/obgyn/divisions/FPMRS/about.aspx,,, ,,0,Female Pelvic Medicine and Reconstructive Surgery (Urogynecology)(OB/GYN)(MED),, ,513-475-5765,,526,526,,0,,,0,,,TRUE,,513-272-7084,513-272-7084,,http://www.med.uc.edu/obgyn/divisions/FPMRS/about.aspx,http://www.med.uc.edu/obgyn/divisions/FPMRS/about.aspx,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-027,Urology (Surgery)(MED),513-558-0983,589,2501,MSB,513-558-3575,http://surgery.uc.edu/Divisions/Urology/Urology%20main.html,perri.wright@uc.edu,, ,,0,Urology (Surgery)(MED),, ,513-558-0983,,589,589,,2501,2501,,MSB,MSB,,TRUE,,513-558-3575,513-558-3575,,http://surgery.uc.edu/Divisions/Urology/Urology%20main.html,http://surgery.uc.edu/Divisions/Urology/Urology%20main.html,,perri.wright@uc.edu,perri.wright@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10056-026,Urology Academic & Residency Program (MED),513-558-0983,589,2501,MSB,513-558-3575,http://surgery.uc.edu/content/Education/Urology%20Residency.html,perri.wright@uc.edu,, ,,0,Urology Academic & Residency Program (MED),, ,513-558-0983,,589,589,,2501,2501,,MSB,MSB,,TRUE,,513-558-3575,513-558-3575,,http://surgery.uc.edu/content/Education/Urology%20Residency.html,http://surgery.uc.edu/content/Education/Urology%20Residency.html,,perri.wright@uc.edu,perri.wright@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10154-023,Utility Garage, Hoxworth,513-558-8372,55,4053,HOXWORTH,513-961-0129,,, ,TRUE,1,Utility Garage  Hoxworth,Utility Garage  Hoxworth, ,513-558-8372,,55,55,,4053,4053,,HOXWORTH,HOXWORTH,,TRUE,,513-961-0129,513-961-0129,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10044-001,Utility Systems & Technical Support (Facilities),513-558-1799,390,201,CENTUTIL,513-558-1739,http://www.uc.edu/af/utilities.html,,, ,,0,Utility Systems & Technical Support (Facilities),, ,513-558-1799,,390,390,,201,201,,CENTUTIL,CENTUTIL,,TRUE,,513-558-1739,513-558-1739,,http://www.uc.edu/af/utilities.html,http://www.uc.edu/af/utilities.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-133,Tabletop Gaming Association (CLER),513-732-5221,162,18,CLERJONES,513-732-5303,,,, ,,0,Tabletop Gaming Association (CLER),, ,513-732-5221,,162,162,,18,18,,CLERJONES,CLERJONES,,TRUE,,513-732-5303,513-732-5303,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10131-079,Taco Bell,513-556-2835,,Level2,TUC,,http://www.uc.edu/food/,ucfood@uc.edu,, ,,0,Taco Bell,, ,513-556-2835,,0,,,Level2,Level2,,TUC,TUC,,TRUE,,0,,,http://www.uc.edu/food/,http://www.uc.edu/food/,,ucfood@uc.edu,ucfood@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-082,Charles Phelps Taft Research Center (A&S),513-556-0675,369,,EDWARDS1,513-558-7136,http://www.artsci.uc.edu/taft,taftcenter@uc.edu,, ,,0,Charles Phelps Taft Research Center (A&S),, ,513-556-0675,,369,369,,0,,,EDWARDS1,EDWARDS1,,TRUE,,513-558-7136,513-558-7136,,http://www.artsci.uc.edu/taft,http://www.artsci.uc.edu/taft,,taftcenter@uc.edu,taftcenter@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10002-033,Talent Acquisition (Human Resources),513-556-6381,39,340,UNIVHALL,513-556-9652,http://www.uc.edu/hr/talent-acquisition.html,recruiting@uc.edu,, ,,0,Talent Acquisition (Human Resources),, ,513-556-6381,,39,39,,340,340,,UNIVHALL,UNIVHALL,,TRUE,,513-556-9652,513-556-9652,,http://www.uc.edu/hr/talent-acquisition.html,http://www.uc.edu/hr/talent-acquisition.html,,recruiting@uc.edu,recruiting@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10105-001,Employment, Student (Career Development Center),513-556-3471,104,100,UNIVPAV,513-556-0650,http://www.uc.edu/career/,, ,TRUE,1,Employment  Student (Career Development Center),Employment  Student (Career Development Center), ,513-556-3471,,104,104,,100,100,,UNIVPAV,UNIVPAV,,TRUE,,513-556-0650,513-556-0650,,http://www.uc.edu/career/,http://www.uc.edu/career/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10128-001,Leather Research Laboratory,513-242-6300,****,,CENTHILL-C,513-242-9797,,,, ,,0,Leather Research Laboratory,, ,513-242-6300,,****,****,,0,,,CENTHILL-C,CENTHILL-C,,TRUE,,513-242-9797,513-242-9797,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-310,Transition and Access Program (TAP)(CECH),513-556-3600,22,,TEACHERS,,http://cech.uc.edu/education/tap.html,,, ,,0,Transition and Access Program (TAP)(CECH),, ,513-556-3600,,22,22,,0,,,TEACHERS,TEACHERS,,TRUE,,0,,,http://cech.uc.edu/education/tap.html,http://cech.uc.edu/education/tap.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10155-029, Production and Arts Administration - Theatre Arts, Division of (TAPAA)(CCM),513-556-5803,3,4740,CORBETT,513-556-3399,http://ccm.uc.edu/theatre.html,, ,TRUE,1, Production and Arts Administration - Theatre Arts  Division of (TAPAA)(CCM), Production and Arts Administration - Theatre Arts  Division of (TAPAA)(CCM), ,513-556-5803,,3,3,,4740,4740,,CORBETT,CORBETT,,TRUE,,513-556-3399,513-556-3399,,http://ccm.uc.edu/theatre.html,http://ccm.uc.edu/theatre.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10046-021,Tax Compliance, UC (Finance),513-556-5899,641,500,UNIVHALL,513-556-2504,,, ,TRUE,1,Tax Compliance  UC (Finance),Tax Compliance  UC (Finance), ,513-556-5899,,641,641,,500,500,,UNIVHALL,UNIVHALL,,TRUE,,513-556-2504,513-556-2504,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10166-014,Disability Services (Uptown Campus) TTY,513-556-3277,213,210,UNIVPAV,513-556-1383,http://www.uc.edu/aess/disability.html,dso@uc.edu,, ,,0,Disability Services (Uptown Campus) TTY,, ,513-556-3277,,213,213,,210,210,,UNIVPAV,UNIVPAV,,TRUE,,513-556-1383,513-556-1383,,http://www.uc.edu/aess/disability.html,http://www.uc.edu/aess/disability.html,,dso@uc.edu,dso@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-121,TTD, Special Education (CECH),513-556-3600,22,600,TEACHERS,,,, ,TRUE,1,TTD  Special Education (CECH),TTD  Special Education (CECH), ,513-556-3600,,22,22,,600,600,,TEACHERS,TEACHERS,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10120-001, Education - COLLEGE, Criminal Justice and Human Services (See CECH),513-556-4307,2,410,TEACHERS,(516)556-2483,http://cech.uc.edu/,, ,TRUE,1, Education - COLLEGE  Criminal Justice and Human Services (See CECH), Education - COLLEGE  Criminal Justice and Human Services (See CECH), ,513-556-4307,,2,2,,410,410,,TEACHERS,TEACHERS,,TRUE,,(516)556-2483,(516)556-2483,,http://cech.uc.edu/,http://cech.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10127-002, The Ctr for (CET&L) - Enhancement of Teaching & Learning,513-556-9319,33,480,LANGSAM,513-556-2261,http://www.uc.edu/cetl.html,cetl@uc.edu,, ,,0, The Ctr for (CET&L) - Enhancement of Teaching & Learning,, ,513-556-9319,,33,33,,480,480,,LANGSAM,LANGSAM,,TRUE,,513-556-2261,513-556-2261,,http://www.uc.edu/cetl.html,http://www.uc.edu/cetl.html,,cetl@uc.edu,cetl@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10045-011,Collections and Resources, Law Library,513-556-0156,142,3rdFl.,LAW,513-556-6265,http://www.law.uc.edu/library/,, ,TRUE,1,Collections and Resources  Law Library,Collections and Resources  Law Library, ,513-556-0156,,142,142,,3rdFl.,3rdFl.,,LAW,LAW,,TRUE,,513-556-6265,513-556-6265,,http://www.law.uc.edu/library/,http://www.law.uc.edu/library/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10160-009,Intellectual Property Office (IPO),513-558-6293,829,240,UNIVHALL,513-558-2296,http://www.ipo.uc.edu/,,, ,,0,Intellectual Property Office (IPO),, ,513-558-6293,,829,829,,240,240,,UNIVHALL,UNIVHALL,,TRUE,,513-558-2296,513-558-2296,,http://www.ipo.uc.edu/,http://www.ipo.uc.edu/,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10088-003,Electronic Resources, Langsam Library,513-556-1440,33,444,LANGSAM,,,, ,TRUE,1,Electronic Resources  Langsam Library,Electronic Resources  Langsam Library, ,513-556-1440,,33,33,,444,444,,LANGSAM,LANGSAM,,TRUE,,0,,,0,,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-114,Help Desk Technology (CLER),513-732-5216,162,118-A,CLERJONES,,http://www.ucclermont.edu/about/tech_serv.html,,, ,,0,Help Desk Technology (CLER),, ,513-732-5216,,162,162,,118-A,118-A,,CLERJONES,CLERJONES,,TRUE,,0,,,http://www.ucclermont.edu/about/tech_serv.html,http://www.ucclermont.edu/about/tech_serv.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10169-037,Technology Services (CLER),513-558-7441,162,9C,CLERJONES,513-732-5320,http://www.ucclermont.edu/about/tech_serv.html,,, ,,0,Technology Services (CLER),, ,513-558-7441,,162,162,,9C,9C,,CLERJONES,CLERJONES,,TRUE,,513-732-5320,513-732-5320,,http://www.ucclermont.edu/about/tech_serv.html,http://www.ucclermont.edu/about/tech_serv.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10113-005,Teen Learning (Continuing Educ),513-556-6932,93,208,VPCADMIN,513-556-0873,http://www.uc.edu/ce/honors.html,ce@uc.edu,, ,,0,Teen Learning (Continuing Educ),, ,513-556-6932,,93,93,,208,208,,VPCADMIN,VPCADMIN,,TRUE,,513-556-0873,513-556-0873,,http://www.uc.edu/ce/honors.html,http://www.uc.edu/ce/honors.html,,ce@uc.edu,ce@uc.edu
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10004-008,Physics (A&S),513-556-0501,11,4thFl,GEO-PHYS,513-556-3425,http://www.artsci.uc.edu/departments/physics.html,,, ,,0,Physics (A&S),, ,513-556-0501,,11,11,,4thFl,4thFl,,GEO-PHYS,GEO-PHYS,,TRUE,,513-556-3425,513-556-3425,,http://www.artsci.uc.edu/departments/physics.html,http://www.artsci.uc.edu/departments/physics.html,,0,
https://ucdirectory.uc.edu/AZ_Index.asp?mode=A&listnumber=10134-007,Tenant Information Project (LAW),513-556-0053,40,115,LAW,513-556-2391,http://www.law.uc.edu/tip,,, ,,0,Tenant Information Project (LAW),, ,513-556-0053,,40,40,,115,115,,LAW,LAW,,TRUE,,513-556-2391,513-556-2391,,http://www.law.uc.edu/tip,http://www.law.uc.edu/tip,,0,
